InvoiceDate,Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Sales_Level,month_year
22388,Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,32,196,627,383,Outlet,High,22281
22532,Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,36,196,706,473,Outlet,Low,22281
22555,Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,33,196,647,356,Outlet,Low,22281
22448,Walmart,Southeast,Florida,Orlando,Women's Athletic Footwear,66,196,1294,479,Outlet,High,22281
22542,West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,35,196,686,316,Outlet,High,22281
22446,Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,39,196,764,268,Outlet,High,22281
22506,Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,40,196,784,259,Outlet,High,22281
22417,Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,47,196,921,396,Outlet,High,22281
22593,Foot Locker,Midwest,North Dakota,Fargo,Women's Street Footwear,40,195,7800,2340,In-store,High,22281
22353,Kohl's,West,California,Los Angeles,Men's Athletic Footwear,43,195,839,335,Online,Low,22281
22359,Kohl's,West,California,Los Angeles,Men's Athletic Footwear,41,195,800,280,Online,High,22281
22527,Sports Direct,South,Texas,Dallas,Men's Street Footwear,19,195,371,185,Online,High,22281
22091,West Gear,West,Washington,Seattle,Men's Street Footwear,71,195,1385,581,Online,Low,21915
22128,West Gear,West,Washington,Seattle,Men's Athletic Footwear,77,195,1502,571,Online,Low,21915
22137,Foot Locker,Southeast,Florida,Miami,Men's Apparel,50,195,975,488,Online,High,21915
22140,Foot Locker,Southeast,Florida,Miami,Men's Athletic Footwear,43,195,839,411,Online,High,21915
22197,Sports Direct,Southeast,Florida,Miami,Men's Apparel,64,195,1248,624,Online,High,21915
22511,Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,19,195,371,215,Online,High,22281
22477,Walmart,Southeast,Florida,Orlando,Men's Apparel,89,195,1736,555,Online,Low,22281
22455,Foot Locker,Southeast,Virginia,Richmond,Women's Street Footwear,73,195,1424,683,Online,High,22281
22508,Sports Direct,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,195,975,488,Online,High,22281
22516,West Gear,West,Oregon,Portland,Women's Street Footwear,68,195,1326,650,Online,Low,22281
22448,West Gear,South,Louisiana,New Orleans,Women's Apparel,100,195,1950,936,Online,High,22281
22375,West Gear,West,Idaho,Boise,Men's Street Footwear,19,195,371,174,Online,Low,22281
22375,West Gear,West,Idaho,Boise,Men's Athletic Footwear,29,195,566,271,Online,High,22281
22435,West Gear,West,Idaho,Boise,Men's Street Footwear,42,195,819,401,Online,High,22281
22500,Foot Locker,West,Idaho,Boise,Men's Athletic Footwear,53,195,1034,548,Online,High,22281
22438,Foot Locker,Southeast,South Carolina,Charleston,Men's Apparel,62,195,1209,544,Online,High,22281
22587,Sports Direct,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,32,195,624,293,Online,Low,22281
22470,Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,56,195,1092,513,Online,High,22281
22502,Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,58,195,1131,520,Online,Low,22281
22410,Kohl's,West,California,Los Angeles,Women's Athletic Footwear,39,195,761,304,Outlet,Low,22281
22411,Kohl's,West,California,Los Angeles,Men's Apparel,44,195,858,532,Outlet,Low,22281
22362,Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,31,195,605,284,Outlet,Low,22281
22477,Walmart,Southeast,Florida,Orlando,Women's Apparel,75,195,1463,687,Outlet,Low,22281
22464,Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,42,195,819,369,Outlet,High,22281
22443,Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,47,195,917,449,Outlet,Low,22281
22221,West Gear,South,Texas,Houston,Men's Athletic Footwear,49,194,951,295,Online,Low,21915
22325,West Gear,West,California,San Francisco,Women's Athletic Footwear,51,194,989,396,Online,High,22281
22528,Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,29,194,563,276,Online,Low,22281
22029,West Gear,Southeast,Florida,Miami,Men's Athletic Footwear,54,194,1048,524,Online,High,21915
22469,West Gear,Northeast,New York,Albany,Women's Apparel,66,194,1280,832,Online,High,22281
22619,Sports Direct,Southeast,South Carolina,Charleston,Women's Athletic Footwear,59,194,1145,515,Online,Low,22281
22293,Amazon,Southeast,North Carolina,Charlotte,Men's Street Footwear,32,194,621,323,Online,Low,22281
22416,Foot Locker,South,Mississippi,Jackson,Men's Street Footwear,39,194,757,416,Online,Low,22281
22376,Kohl's,West,California,Los Angeles,Women's Apparel,33,194,640,147,Outlet,Low,22281
22392,Kohl's,West,California,Los Angeles,Women's Athletic Footwear,32,194,621,230,Outlet,High,22281
22505,Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,23,194,446,219,Outlet,Low,22281
22506,Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,32,194,621,292,Outlet,Low,22281
22381,West Gear,West,Utah,Salt Lake City,Men's Street Footwear,20,194,388,178,Outlet,Low,22281
22589,Sports Direct,West,Idaho,Boise,Women's Apparel,51,194,989,584,Outlet,High,22281
22454,Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,37,194,718,280,Outlet,High,22281
22515,Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,41,194,795,318,Outlet,High,22281
22496,Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,40,194,776,326,Outlet,High,22281
22386,Kohl's,West,California,Los Angeles,Women's Athletic Footwear,33,193,637,242,Outlet,Low,22281
21971,West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,50,193,965,241,Outlet,Low,21915
22562,Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,52,193,1004,632,Outlet,High,22281
22292,West Gear,Southeast,Florida,Orlando,Men's Apparel,36,193,695,285,Outlet,Low,22281
22299,Sports Direct,Southeast,Virginia,Richmond,Women's Apparel,25,193,483,280,Outlet,High,22281
22457,Kohl's,West,New Mexico,Albuquerque,Women's Street Footwear,41,193,791,317,Outlet,High,22281
22512,Walmart,South,Arkansas,Little Rock,Women's Apparel,40,193,772,363,Outlet,Low,22281
22540,Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,51,193,984,433,Outlet,Low,22281
22536,Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,29,192,557,273,Outlet,Low,22281
21951,West Gear,West,Nevada,Las Vegas,Women's Apparel,57,192,1094,306,Outlet,Low,21915
22500,Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,26,192,499,210,Outlet,Low,22281
22457,Kohl's,West,New Mexico,Albuquerque,Women's Apparel,50,192,960,269,Outlet,Low,22281
22477,Walmart,South,Mississippi,Jackson,Men's Athletic Footwear,42,192,806,306,Outlet,Low,22281
22452,West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,32,192,614,283,Outlet,Low,22281
22403,Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,40,191,764,336,Outlet,High,22281
22559,Sports Direct,South,Texas,Dallas,Women's Street Footwear,32,190,608,268,Outlet,Low,22281
22562,Sports Direct,South,Texas,Dallas,Women's Apparel,39,190,741,430,Outlet,Low,22281
22519,Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,11,190,209,109,Outlet,Low,22281
22546,Sports Direct,South,Alabama,Birmingham,Women's Apparel,26,190,494,356,Outlet,High,22281
22442,West Gear,West,Utah,Salt Lake City,Women's Apparel,32,190,608,328,Outlet,Low,22281
22557,Sports Direct,West,Idaho,Boise,Men's Athletic Footwear,27,190,513,221,Outlet,Low,22281
22515,Foot Locker,West,Arizona,Phoenix,Men's Athletic Footwear,46,190,874,367,Outlet,High,22281
22444,Sports Direct,Southeast,Georgia,Atlanta,Women's Apparel,53,190,1007,322,Outlet,High,22281
22132,Sports Direct,South,Texas,Houston,Women's Apparel,39,189,737,442,Online,High,21915
22142,Walmart,South,Texas,Houston,Women's Athletic Footwear,39,189,737,428,Online,High,21915
22160,Walmart,South,Texas,Houston,Women's Athletic Footwear,38,189,718,424,Online,High,21915
22285,West Gear,West,California,San Francisco,Women's Apparel,72,189,1361,449,Online,High,22281
22348,Kohl's,West,California,San Francisco,Women's Street Footwear,41,189,775,403,Online,Low,22281
22398,Kohl's,West,California,Los Angeles,Women's Athletic Footwear,44,189,832,399,Online,High,22281
22399,Kohl's,West,California,Los Angeles,Men's Apparel,46,189,869,574,Online,High,22281
22406,Kohl's,West,California,Los Angeles,Women's Apparel,61,189,1153,404,Online,High,22281
22412,Kohl's,West,California,Los Angeles,Women's Apparel,59,189,1115,346,Online,Low,22281
22424,Kohl's,West,California,Los Angeles,Women's Apparel,59,189,1115,379,Online,High,22281
22503,Sports Direct,Midwest,Illinois,Chicago,Men's Street Footwear,20,189,378,151,Online,High,22281
21946,West Gear,West,Nevada,Las Vegas,Men's Street Footwear,56,189,1058,603,Online,Low,21915
21984,West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,62,189,1172,398,Online,Low,21915
22019,West Gear,West,Colorado,Denver,Men's Street Footwear,54,189,1021,653,Online,High,21915
22032,West Gear,West,Colorado,Denver,Men's Athletic Footwear,73,189,1380,579,Online,High,21915
22029,West Gear,Southeast,Florida,Miami,Women's Athletic Footwear,38,189,718,323,Online,Low,21915
22191,Sports Direct,Southeast,Florida,Miami,Men's Apparel,57,189,1077,539,Online,Low,21915
22361,Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,27,189,510,260,Online,High,22281
22373,Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,14,189,265,132,Online,High,22281
22410,Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,29,189,548,307,Online,High,22281
22512,Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,19,189,359,208,Online,High,22281
22518,Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,19,189,359,212,Online,High,22281
22525,Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,44,189,832,491,Online,Low,22281
22453,Amazon,West,Alaska,Anchorage,Men's Street Footwear,59,189,1115,513,Online,Low,22281
22623,Walmart,West,Hawaii,Honolulu,Men's Street Footwear,68,189,1285,514,Online,Low,22281
22477,Walmart,Southeast,Florida,Orlando,Women's Street Footwear,86,189,1625,715,Online,Low,22281
22509,Walmart,Southeast,Florida,Orlando,Women's Street Footwear,78,189,1474,634,Online,High,22281
22292,West Gear,Southeast,Florida,Orlando,Men's Athletic Footwear,44,189,832,391,Online,High,22281
22516,Foot Locker,Southeast,Virginia,Richmond,Women's Street Footwear,69,189,1304,626,Online,Low,22281
22476,Sports Direct,Midwest,Michigan,Detroit,Men's Athletic Footwear,53,189,1002,511,Online,Low,22281
22455,West Gear,West,Oregon,Portland,Women's Street Footwear,78,189,1474,678,Online,High,22281
22455,West Gear,West,Oregon,Portland,Women's Apparel,95,189,1796,808,Online,Low,22281
22477,West Gear,South,Louisiana,New Orleans,Men's Apparel,86,189,1625,943,Online,High,22281
22509,West Gear,South,Louisiana,New Orleans,Women's Street Footwear,70,189,1323,728,Online,High,22281
22589,Sports Direct,West,Idaho,Boise,Men's Athletic Footwear,32,189,605,314,Online,Low,22281
22289,Foot Locker,Southeast,Georgia,Atlanta,Men's Apparel,47,189,888,418,Online,High,22281
22318,Foot Locker,Southeast,South Carolina,Charleston,Men's Apparel,49,189,926,435,Online,Low,22281
22344,Foot Locker,Southeast,South Carolina,Charleston,Women's Apparel,32,189,605,381,Online,Low,22281
22560,Foot Locker,Southeast,South Carolina,Charleston,Men's Apparel,52,189,983,472,Online,High,22281
22286,Sports Direct,Southeast,South Carolina,Charleston,Women's Street Footwear,24,189,454,245,Online,Low,22281
22373,Sports Direct,Southeast,North Carolina,Charlotte,Women's Apparel,32,189,605,369,Online,Low,22281
22300,Foot Locker,Southeast,Kentucky,Louisville,Men's Street Footwear,29,189,548,296,Online,High,22281
22332,Sports Direct,South,Mississippi,Jackson,Men's Street Footwear,24,189,454,231,Online,Low,22281
22512,West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,56,189,1058,540,Online,High,22281
22505,Kohl's,Midwest,Kansas,Wichita,Men's Street Footwear,56,189,1058,529,Online,Low,22281
22446,Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,51,189,964,443,Online,High,22281
22464,Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,54,189,1021,551,Online,High,22281
22171,Walmart,South,Texas,Houston,Women's Street Footwear,48,188,902,424,Online,High,21915
22301,West Gear,West,California,San Francisco,Women's Athletic Footwear,59,188,1109,455,Online,Low,22281
22302,West Gear,West,California,San Francisco,Men's Apparel,69,188,1297,791,Online,Low,22281
22376,Kohl's,West,California,Los Angeles,Women's Apparel,41,188,771,270,Online,Low,22281
22026,West Gear,West,Colorado,Denver,Men's Athletic Footwear,67,188,1260,504,Online,Low,21915
22092,West Gear,West,Washington,Seattle,Men's Athletic Footwear,74,188,1391,515,Online,High,21915
22122,West Gear,West,Washington,Seattle,Men's Athletic Footwear,60,188,1128,417,Online,High,21915
22127,West Gear,West,Washington,Seattle,Men's Street Footwear,78,188,1466,587,Online,Low,21915
22029,West Gear,Southeast,Florida,Miami,Women's Street Footwear,47,188,884,327,Online,High,21915
22320,Kohl's,Midwest,Montana,Billings,Men's Athletic Footwear,54,188,1015,437,Online,High,22281
22506,Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,36,188,677,372,Online,Low,22281
22543,Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,59,188,1109,699,Online,Low,22281
22558,Sports Direct,South,Alabama,Birmingham,Women's Apparel,56,188,1053,832,Online,High,22281
22501,West Gear,Northeast,New York,Albany,Women's Street Footwear,51,188,959,345,Online,Low,22281
22435,West Gear,West,Idaho,Boise,Men's Athletic Footwear,46,188,865,415,Online,High,22281
22528,Sports Direct,West,Idaho,Boise,Men's Athletic Footwear,50,188,940,489,Online,Low,22281
22376,Foot Locker,Southeast,South Carolina,Charleston,Men's Apparel,47,188,884,442,Online,High,22281
22405,Foot Locker,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45,188,846,381,Online,High,22281
22590,Foot Locker,Southeast,South Carolina,Charleston,Men's Athletic Footwear,44,188,827,372,Online,High,22281
22315,Sports Direct,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,188,639,307,Online,Low,22281
22449,Foot Locker,South,Mississippi,Jackson,Women's Apparel,60,188,1128,711,Online,High,22281
22467,Kohl's,Northeast,New Jersey,Newark,Men's Street Footwear,47,188,884,415,Online,Low,22281
22553,Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,14,188,263,150,Outlet,High,22281
22558,Sports Direct,South,Alabama,Birmingham,Women's Apparel,45,188,846,584,Outlet,Low,22281
22345,Foot Locker,West,Idaho,Boise,Men's Athletic Footwear,27,188,508,198,Outlet,Low,22281
22550,Kohl's,West,New Mexico,Albuquerque,Men's Athletic Footwear,39,188,733,337,Outlet,Low,22281
22356,Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,39,188,733,337,Outlet,Low,22281
22355,Foot Locker,South,Mississippi,Jackson,Men's Street Footwear,23,187,430,237,Online,High,22281
22484,Foot Locker,Southeast,Virginia,Richmond,Women's Athletic Footwear,65,187,1216,511,Outlet,Low,22281
22299,Sports Direct,Southeast,Virginia,Richmond,Men's Athletic Footwear,28,187,524,246,Outlet,High,22281
22435,West Gear,West,Idaho,Boise,Women's Athletic Footwear,33,187,617,302,Outlet,High,22281
22364,Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,30,187,561,230,Outlet,High,22281
22457,Kohl's,West,New Mexico,Albuquerque,Men's Athletic Footwear,47,187,879,378,Outlet,High,22281
22414,Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,37,187,692,318,Outlet,High,22281
22388,Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,33,187,617,259,Outlet,High,22281
22356,Foot Locker,Midwest,Missouri,St. Louis,Men's Street Footwear,34,186,632,323,Online,High,22281
21964,West Gear,West,Nevada,Las Vegas,Men's Street Footwear,41,186,763,290,Outlet,Low,21915
22477,Walmart,Southeast,Florida,Orlando,Women's Athletic Footwear,59,186,1097,362,Outlet,High,22281
22484,Foot Locker,Southeast,Virginia,Richmond,Women's Apparel,82,186,1525,503,Outlet,High,22281
22435,West Gear,West,Idaho,Boise,Women's Street Footwear,34,186,632,259,Outlet,High,22281
22330,Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,34,186,632,278,Outlet,High,22281
22349,Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,35,185,648,317,Outlet,Low,22281
22173,Walmart,South,Texas,Houston,Men's Apparel,35,184,644,238,Outlet,High,21915
22543,Sports Direct,South,Texas,Dallas,Men's Apparel,39,184,718,273,Outlet,Low,22281
22547,Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,20,184,368,191,Outlet,High,22281
22455,Foot Locker,Southeast,Virginia,Richmond,Women's Athletic Footwear,61,184,1122,460,Outlet,Low,22281
22503,West Gear,West,Utah,Salt Lake City,Women's Apparel,27,184,497,283,Outlet,High,22281
22448,West Gear,South,Louisiana,New Orleans,Women's Athletic Footwear,59,184,1086,510,Outlet,High,22281
22405,West Gear,West,Idaho,Boise,Women's Street Footwear,18,184,331,129,Outlet,Low,22281
22618,Foot Locker,West,Idaho,Boise,Women's Athletic Footwear,44,184,810,421,Outlet,Low,22281
22424,Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,38,184,699,266,Outlet,Low,22281
22547,Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,35,184,644,270,Outlet,High,22281
22427,Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,43,184,791,324,Outlet,Low,22281
22473,Sports Direct,Southeast,Georgia,Atlanta,Women's Street Footwear,41,184,754,309,Outlet,High,22281
22390,West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,184,368,169,Outlet,Low,22281
22323,Amazon,Northeast,Massachusetts,Boston,Men's Street Footwear,33,184,607,285,Outlet,Low,22281
22333,Foot Locker,Northeast,New Hampshire,Manchester,Men's Street Footwear,41,184,754,279,Outlet,High,22281
22129,Sports Direct,South,Texas,Houston,Women's Street Footwear,32,182,582,285,Online,Low,21915
22283,West Gear,West,California,San Francisco,Women's Athletic Footwear,56,182,1019,459,Online,Low,22281
22312,West Gear,West,California,San Francisco,Women's Street Footwear,50,182,910,382,Online,Low,22281
22314,West Gear,West,California,San Francisco,Men's Apparel,59,182,1074,623,Online,Low,22281
22351,Kohl's,West,California,Los Angeles,Women's Apparel,41,182,746,231,Online,Low,22281
22405,Kohl's,West,California,Los Angeles,Men's Apparel,58,182,1056,707,Online,Low,22281
22427,Kohl's,West,California,Los Angeles,Women's Street Footwear,46,182,837,452,Online,High,22281
22515,Sports Direct,South,Texas,Dallas,Men's Street Footwear,29,182,528,264,Online,High,22281
22521,Sports Direct,South,Texas,Dallas,Men's Street Footwear,18,182,328,147,Online,Low,22281
21959,West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,64,182,1165,454,Online,Low,21915
22056,West Gear,West,Colorado,Denver,Men's Athletic Footwear,64,182,1165,443,Online,Low,21915
22096,West Gear,West,Washington,Seattle,Women's Apparel,98,182,1784,606,Online,Low,21915
22098,West Gear,West,Washington,Seattle,Men's Athletic Footwear,82,182,1492,537,Online,Low,21915
22149,Foot Locker,Southeast,Florida,Miami,Men's Apparel,53,182,965,444,Online,Low,21915
22190,Sports Direct,Southeast,Florida,Miami,Women's Athletic Footwear,45,182,819,360,Online,Low,21915
22344,Kohl's,Midwest,Montana,Billings,Men's Athletic Footwear,45,182,819,352,Online,High,22281
22350,Sports Direct,Midwest,Montana,Billings,Men's Athletic Footwear,29,182,528,243,Online,High,22281
22397,Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,49,182,892,535,Online,High,22281
22399,Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,54,182,983,580,Online,Low,22281
22540,Sports Direct,South,Alabama,Birmingham,Women's Apparel,59,182,1074,827,Online,Low,22281
22481,Amazon,West,Alaska,Anchorage,Men's Street Footwear,63,182,1147,527,Online,Low,22281
22470,Foot Locker,West,Hawaii,Honolulu,Men's Athletic Footwear,81,182,1474,501,Online,Low,22281
22623,Walmart,West,Hawaii,Honolulu,Men's Athletic Footwear,77,182,1401,420,Online,High,22281
22321,West Gear,Northeast,New York,Albany,Women's Apparel,42,182,764,489,Online,Low,22281
22622,Kohl's,Northeast,New York,Albany,Women's Apparel,69,182,1256,804,Online,Low,22281
22455,Foot Locker,Southeast,Virginia,Richmond,Women's Apparel,96,182,1747,699,Online,Low,22281
22484,Foot Locker,Southeast,Virginia,Richmond,Women's Street Footwear,86,182,1565,704,Online,Low,22281
22329,Foot Locker,Midwest,Michigan,Detroit,Men's Street Footwear,29,182,528,280,Online,Low,22281
22442,West Gear,West,Utah,Salt Lake City,Men's Street Footwear,28,182,510,260,Online,Low,22281
22285,Foot Locker,South,Louisiana,New Orleans,Men's Street Footwear,19,182,346,149,Online,High,22281
22528,Sports Direct,West,Idaho,Boise,Women's Street Footwear,56,182,1019,530,Online,Low,22281
22589,Sports Direct,West,Idaho,Boise,Men's Street Footwear,33,182,601,330,Online,High,22281
22505,Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,53,182,965,492,Online,High,22281
22376,Foot Locker,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,182,619,285,Online,Low,22281
22376,Foot Locker,Southeast,South Carolina,Charleston,Women's Street Footwear,24,182,437,166,Online,Low,22281
22405,Foot Locker,Southeast,South Carolina,Charleston,Women's Athletic Footwear,43,182,783,329,Online,Low,22281
22402,Sports Direct,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,42,182,764,352,Online,High,22281
22435,Sports Direct,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,42,182,764,359,Online,Low,22281
22463,Sports Direct,Southeast,North Carolina,Charlotte,Men's Apparel,59,182,1074,526,Online,High,22281
22495,Sports Direct,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,44,182,801,424,Online,High,22281
22542,Walmart,South,Arkansas,Little Rock,Men's Street Footwear,48,182,874,454,Online,High,22281
22480,West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,50,182,910,473,Online,High,22281
22473,Kohl's,Midwest,Kansas,Wichita,Men's Street Footwear,51,182,928,464,Online,High,22281
22477,West Gear,Northeast,West Virginia,Charleston,Men's Street Footwear,55,182,1001,521,Online,Low,22281
22474,Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,53,182,965,482,Online,High,22281
22471,Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,54,182,983,560,Online,Low,22281
22284,West Gear,West,California,San Francisco,Men's Apparel,49,182,892,508,Outlet,Low,22281
22349,Kohl's,West,California,San Francisco,Women's Athletic Footwear,33,182,601,228,Outlet,Low,22281
22530,Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,27,182,491,241,Outlet,High,22281
21928,West Gear,West,Nevada,Las Vegas,Men's Street Footwear,31,182,564,254,Outlet,High,21915
21947,West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,51,182,928,334,Outlet,Low,21915
22389,Sports Direct,South,Tennessee,Knoxville,Men's Apparel,33,182,601,270,Outlet,High,22281
22471,West Gear,West,Utah,Salt Lake City,Men's Athletic Footwear,20,182,364,142,Outlet,Low,22281
22358,West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,14,182,255,117,Outlet,High,22281
22342,Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,26,182,473,203,Outlet,High,22281
22499,Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,38,182,692,284,Outlet,Low,22281
22166,Walmart,South,Texas,Houston,Women's Athletic Footwear,47,181,851,468,Online,Low,21915
22303,West Gear,West,California,San Francisco,Women's Apparel,76,181,1376,344,Online,Low,22281
22388,Kohl's,West,California,Los Angeles,Women's Apparel,64,181,1158,359,Online,High,22281
22551,Sports Direct,South,Texas,Dallas,Men's Street Footwear,53,181,959,528,Online,Low,22281
22024,West Gear,West,Colorado,Denver,Women's Apparel,83,181,1502,646,Online,High,21915
22356,Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,33,181,597,287,Online,Low,22281
22396,Sports Direct,South,Tennessee,Knoxville,Women's Apparel,53,181,959,681,Online,High,22281
22441,West Gear,Northeast,New York,Albany,Women's Apparel,69,181,1249,774,Online,High,22281
22386,Sports Direct,Midwest,Michigan,Detroit,Men's Street Footwear,32,181,579,348,Online,High,22281
22381,West Gear,West,Utah,Salt Lake City,Men's Street Footwear,27,181,489,244,Online,Low,22281
22528,Sports Direct,West,Idaho,Boise,Women's Apparel,49,181,887,594,Online,High,22281
22344,Foot Locker,Southeast,South Carolina,Charleston,Women's Street Footwear,24,181,434,165,Online,High,22281
22344,Foot Locker,Southeast,South Carolina,Charleston,Men's Apparel,41,181,742,356,Online,Low,22281
22286,Sports Direct,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,181,615,308,Online,High,22281
22341,Sports Direct,Southeast,North Carolina,Charlotte,Women's Street Footwear,19,181,344,179,Online,Low,22281
22525,Sports Direct,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,49,181,887,443,Online,Low,22281
22470,Amazon,Midwest,Ohio,Columbus,Women's Apparel,69,181,1249,787,Online,High,22281
22623,Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,60,181,1086,510,Online,High,22281
22358,Walmart,South,Arkansas,Little Rock,Men's Street Footwear,18,181,326,173,Online,Low,22281
22419,Walmart,South,Arkansas,Little Rock,Men's Street Footwear,39,181,706,381,Online,Low,22281
22325,Kohl's,Midwest,Montana,Billings,Men's Street Footwear,41,180,738,428,Online,Low,22281
22375,Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,19,180,342,185,Online,Low,22281
22526,Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,41,180,738,509,Online,High,22281
22441,Foot Locker,West,Hawaii,Honolulu,Women's Street Footwear,71,180,1278,460,Online,High,22281
22477,Walmart,Southeast,Florida,Orlando,Women's Athletic Footwear,82,180,1476,635,Online,Low,22281
22484,Foot Locker,Southeast,Virginia,Richmond,Women's Apparel,96,180,1728,691,Online,High,22281
22419,Foot Locker,Midwest,Missouri,St. Louis,Men's Street Footwear,39,180,702,358,Online,High,22281
22486,Kohl's,West,New Mexico,Albuquerque,Men's Athletic Footwear,56,180,1008,544,Online,Low,22281
22537,Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,43,180,774,418,Online,High,22281
22376,Foot Locker,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27,180,486,209,Online,High,22281
22315,Sports Direct,Southeast,North Carolina,Charlotte,Men's Apparel,44,180,792,396,Online,High,22281
22499,Kohl's,Northeast,New Jersey,Newark,Men's Street Footwear,47,180,846,406,Online,High,22281
22330,Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,49,180,882,467,Online,High,22281
22143,Walmart,South,Texas,Houston,Men's Apparel,35,180,630,221,Outlet,High,21915
21965,West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,51,180,918,248,Outlet,Low,21915
22315,Foot Locker,South,Louisiana,New Orleans,Men's Athletic Footwear,28,180,504,166,Outlet,High,22281
22474,Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,37,180,666,220,Outlet,Low,22281
22418,West Gear,Northeast,West Virginia,Charleston,Men's Street Footwear,58,179,1038,540,Online,Low,22281
22137,Walmart,South,Texas,Houston,Men's Apparel,34,179,609,207,Outlet,Low,21915
22355,Kohl's,West,California,Los Angeles,Women's Athletic Footwear,34,179,609,250,Outlet,Low,22281
